,0.0001,0.0051,0.0101,0.015099999999999999,0.0201,0.0251,0.0301,0.035100000000000006,0.040100000000000004,0.0451,0.050100000000000006,0.0551,0.0601,0.0651,0.07010000000000001,0.0751,0.0801,0.08510000000000001,0.0901,0.0951,0.10010000000000001
38,29660,201724,350114,460314,561090,648444,712140,766548,815112,850414,882600,910690,932570,949214,962970,975814,981666,993864,998310,1002946,1008076
39,29386,206875,355621,471100,576751,656662,719881,778888,823348,860047,887347,912424,936994,955597,967258,980713,986485,994831,998653,1005010,1008715
40,29680,212600,359600,479120,579320,662480,732040,788840,833080,870600,898560,924040,940520,958440,970720,981320,990120,997440,1001280,1005240,1010000
41,28696,210490,369785,491135,589822,668511,737258,793223,838200,872804,904179,922127,943652,961733,972362,984826,993631,998387,1003030,1008032,1010769
42,27548,220916,372074,493034,599610,681698,750894,798228,845582,885924,907680,929268,948084,964800,975132,987354,994116,999702,1005750,1010034,1011672
43,28115,223679,378995,506189,609166,683986,751074,810492,849665,883506,913520,940610,952564,969248,978751,987523,994790,1001756,1006056,1008464,1012334
44,27392,226272,382428,511216,615936,700240,763072,813584,859356,896756,921044,942988,956716,969796,981972,989684,997164,1001916,1006964,1010144,1012608
45,27308,226793,389423,515198,619463,699743,766793,812963,865568,892488,923268,942213,962588,975288,984468,993738,997328,1002368,1008453,1011153,1012988
46,26616,234766,392316,526314,627882,709440,775128,821542,870440,906044,930056,946070,965338,978310,986268,993352,999700,1003708,1009780,1010746,1013966
47,25460,237148,400407,535269,636272,716764,782395,836257,871131,906456,928546,949884,970376,980152,985933,996555,1002195,1005767,1009151,1011172,1014556
48,25106,234818,405362,535442,636674,731442,787554,841074,880274,911058,934578,955026,970146,982226,990786,996914,1004802,1006322,1010034,1012706,1014162
49,24917,243996,409322,545934,654330,722922,795295,845324,889522,916235,937836,954937,970176,983406,991687,997175,1002663,1007326,1009727,1012120,1015019
50,25450,247900,416200,549300,660650,743550,802400,847950,890750,917650,942250,962100,976550,984850,993500,998550,1005300,1009050,1010500,1013950,1015450
51,24453,249049,419083,558066,668677,750489,807244,855031,895321,925258,946474,967486,975442,988039,996250,1005430,1006756,1009153,1011193,1013641,1014610
52,23807,249903,424559,566415,668959,751483,816795,867495,900267,927191,951319,968427,979971,990163,997131,1003475,1005607,1010495,1012731,1014291,1015019
53,24380,261710,435921,573248,671934,756571,819005,867977,905766,933909,951081,968094,979860,990990,999580,1003975,1007261,1010176,1012455,1013515,1015423
54,24027,258387,445605,580065,687201,767041,825901,873933,907657,938059,954583,970837,984715,990385,998565,1002967,1007557,1009663,1011499,1013443,1016035
55,24067,268762,448997,587267,693902,766007,831512,877547,911987,940202,960762,973742,986007,994092,1000472,1003277,1007127,1010162,1011967,1014222,1015322
56,23402,264482,452418,588722,697530,775210,838314,881714,914090,939674,957986,974234,987450,995562,1000938,1003346,1007658,1010578,1012586,1014938,1015730
57,23472,270966,455019,596208,702448,783559,845575,884962,920815,946294,963907,975649,989500,995314,1000045,1005973,1008823,1011160,1013155,1013953,1015549
58,22230,278532,467264,607624,705006,785126,852326,887126,925660,948106,967572,980390,989170,995318,1002082,1006896,1009296,1011304,1012834,1014748,1015328
59,23027,284574,458388,607481,714094,794570,852980,892696,926562,950929,970980,981963,992524,998415,1004020,1007088,1009929,1012693,1013578,1014581,1014640
60,23207,281967,474707,617907,721767,797747,857607,902127,930567,954027,970767,983667,991827,1000227,1003227,1007807,1009467,1011447,1012707,1014387,1015287
61,22555,282598,471393,623405,722618,800000,863711,900894,932031,955333,973877,987419,994129,999375,1001937,1007244,1010965,1012429,1013527,1014381,1014747
62,22578,287752,480386,619142,731672,808180,863920,910914,935218,959026,974712,990584,992692,1002302,1005340,1008938,1010052,1012346,1013462,1014392,1014950
63,21985,290365,488437,629242,732310,817549,870595,910285,938320,960748,977191,987838,997225,1000690,1005667,1009006,1011526,1012345,1013101,1013479,1014928
64,22473,287433,500233,635529,743945,815561,873481,914441,945417,961289,981897,988169,995657,1003849,1005065,1008969,1011785,1011849,1013321,1013641,1014729
65,23445,296835,501910,641140,754955,820085,875920,915805,948825,967675,981545,988800,998355,1002320,1006155,1009300,1011030,1012850,1013565,1013955,1014150
66,22412,299150,497216,652184,749898,834014,887046,920606,948788,966114,981360,991854,999444,1004130,1006736,1009476,1011390,1012578,1013436,1014030,1014458
67,21157,306510,514746,656585,760368,830542,884251,922868,949668,969098,983369,993419,999357,1004315,1005278,1009164,1011777,1012179,1013025,1013720,1013787
68,22730,311662,516402,660978,763386,837634,888974,924130,953982,971322,983630,991790,1000698,1004982,1007090,1009402,1010694,1012734,1012734,1013686,1014094
69,19737,316437,513501,662869,769888,844080,892432,929692,957085,973507,987583,995587,1001331,1004971,1007248,1010008,1011595,1012768,1013320,1013044,1013872
70,23036,313936,525846,674856,768466,844136,890036,933716,958216,975156,988526,994546,1003646,1005116,1008476,1009246,1011836,1012466,1013376,1012816,1013796
71,20546,317894,522658,675521,773217,844856,899491,931334,958066,977165,990442,995980,1003577,1005920,1009612,1010535,1012026,1012594,1012665,1013446,1013304
72,20873,319025,531929,683057,782057,853185,897249,938937,964497,974793,990777,995529,1000137,1005249,1007985,1010577,1011513,1012737,1012737,1013097,1013457
73,21510,328840,536060,684177,778931,855654,910331,945444,962891,978221,992091,997301,1002019,1005085,1007129,1010706,1011071,1012093,1012531,1012969,1013261
74,20396,331270,546314,696312,792956,859816,908212,940920,968744,981102,992424,997752,1003746,1006558,1008926,1009888,1012478,1011960,1012774,1013218,1013144
75,21434,338684,551109,696209,796659,858434,915684,943959,965409,980634,991659,999234,1004009,1006634,1009034,1010709,1011159,1012209,1012134,1012659,1012959
76,18934,335846,546374,699430,801270,868530,914814,951674,966114,982454,995374,998794,1004646,1007458,1009586,1010346,1010878,1012322,1012094,1012550,1012626
77,19764,341547,553913,706835,802623,874618,914735,944072,972023,984651,991196,1000975,1004132,1007289,1010215,1011216,1010292,1011524,1012294,1012679,1012833
78,20231,336795,555351,706943,811853,872811,914891,947847,970155,986457,993087,1001277,1004631,1006113,1008843,1010871,1011573,1011807,1012157,1012509,1012587
79,21744,349278,561727,708886,806214,877946,928190,952540,969428,985483,996227,1001204,1003556,1006734,1009797,1010842,1011377,1011790,1012009,1012264,1012483
80,20980,354260,577620,711860,811060,884420,925620,954660,975460,986980,995540,1000980,1004180,1006660,1010100,1010340,1010820,1011620,1011780,1012180,1012260
81,21094,348820,573919,717937,823480,881369,929888,958319,976301,987398,995903,1001032,1005380,1008944,1009835,1010078,1011374,1011860,1011617,1012022,1012184
82,21380,357754,579472,724776,818174,889278,929694,957738,975942,988816,995950,1003422,1006948,1007020,1009572,1010392,1010464,1011458,1011694,1011950,1012032
83,20847,358325,582425,726197,826627,891102,932784,960672,976592,989473,998421,1004065,1005575,1007468,1009709,1010721,1011037,1011120,1011800,1011634,1011800
84,20557,369157,577477,736049,830885,896237,934457,962093,978641,991997,998801,1003673,1005689,1008881,1009637,1010897,1011317,1011233,1011317,1011485,1011737
85,20605,360095,588975,743700,831990,895340,939795,964930,985245,994340,997910,1000800,1007175,1008960,1009470,1010915,1011170,1011170,1011595,1011255,1011765
86,20142,374204,591776,742972,837994,898538,938614,963734,982818,993052,996320,1003630,1006382,1007500,1009478,1010424,1011112,1011456,1011370,1011542,1011456
87,20456,370370,599702,738554,839496,901353,942047,968778,982002,993464,999924,1003926,1006710,1008689,1009755,1010516,1010973,1011147,1011321,1011408,1011321
88,19900,365828,609028,747364,846892,901276,943076,968596,981532,992796,999924,1004588,1006436,1008196,1009868,1010396,1011012,1011100,1010956,1011364,1011364
89,21026,376666,607536,754382,849078,908886,946533,967270,983379,996106,1001535,1004739,1006786,1009011,1009901,1010168,1010257,1011058,1011147,1010969,1011236
90,21192,383892,614292,747862,847482,910212,944782,971682,987792,993282,1000042,1004632,1007502,1009132,1009582,1010292,1010752,1010932,1010652,1011022,1011012
91,19180,379358,607677,761103,855561,915075,948472,973042,985782,995792,1001889,1005256,1007986,1008441,1009260,1010171,1010352,1010716,1010716,1010990,1010989
92,20254,389410,613062,769502,855666,922222,953094,973098,989434,997714,1001434,1004890,1007282,1008570,1009582,1009674,1010594,1010686,1010778,1010870,1010778
93,20146,399214,615160,775928,860930,916265,953558,973210,988433,997361,1003127,1006475,1007963,1008056,1009265,1010102,1010503,1010567,1010660,1010567,1010660
94,19663,389365,620323,771287,856357,921057,953017,975295,988173,998607,1003307,1005093,1008853,1008477,1009605,1009605,1010141,1010545,1010545,1010639,1010639
95,19267,395847,630592,770812,867457,920277,955522,977152,991592,997322,1002547,1005112,1008407,1008437,1009672,1009672,1010337,1010337,1010527,1010432,1010527
96,20113,396529,628465,783121,866705,924337,956945,977233,989777,998801,1002929,1006001,1008593,1008401,1009553,1010033,1009745,1010417,1010321,1010417,1010129
97,19816,398310,639258,778577,869854,928415,957251,977233,991492,1000416,1003617,1006624,1007885,1008758,1009243,1009534,1010019,1010116,1010310,1010213,1010310
98,20103,405831,648283,782641,875055,926897,960609,979139,990695,999417,1002357,1005893,1007355,1009217,1009225,1009217,1010009,1009903,1010107,1010205,1010197
99,19210,410557,649543,791905,875362,930505,963571,977332,990103,1000498,1004359,1006240,1008319,1008814,1009210,1009705,1009903,1010002,1009903,1010101,1010101
